,LGA_CODE_2021,G01_Total_Persons_Males,G01_Total_Persons_Females,G01_Total_Persons_Persons,G01_Age_groups_0_4_years_Males,G01_Age_groups_0_4_years_Females,G01_Age_groups_0_4_years_Persons,G01_Age_groups_5_14_years_Males,G01_Age_groups_5_14_years_Females,G01_Age_groups_5_14_years_Persons,G01_Age_groups_15_19_years_Males,G01_Age_groups_15_19_years_Females,G01_Age_groups_15_19_years_Persons,G01_Age_groups_20_24_years_Males,G01_Age_groups_20_24_years_Females,G01_Age_groups_20_24_years_Persons,G01_Age_groups_25_34_years_Males,G01_Age_groups_25_34_years_Females,G01_Age_groups_25_34_years_Persons,G01_Age_groups_35_44_years_Males,G01_Age_groups_35_44_years_Females,G01_Age_groups_35_44_years_Persons,G01_Age_groups_45_54_years_Males,G01_Age_groups_45_54_years_Females,G01_Age_groups_45_54_years_Persons,G01_Age_groups_55_64_years_Males,G01_Age_groups_55_64_years_Females,G01_Age_groups_55_64_years_Persons,G01_Age_groups_65_74_years_Males,G01_Age_groups_65_74_years_Females,G01_Age_groups_65_74_years_Persons,G01_Age_groups_75_84_years_Males,G01_Age_groups_75_84_years_Females,G01_Age_groups_75_84_years_Persons,G01_Age_groups_85_years_and_over_Males,G01_Age_groups_85_years_and_over_Females,G01_Age_groups_85_years_and_over_Persons,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Males,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Females,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Persons,G01_Birthplace_Australia_Males,G01_Birthplace_Australia_Females,G01_Birthplace_Australia_Persons,G01_Birthplace_Elsewhere_Males,G01_Birthplace_Elsewhere_Females,G01_Birthplace_Elsewhere_Persons,G01_Language_used_at_home_English_only_Males,G01_Language_used_at_home_English_only_Females,G01_Language_used_at_home_English_only_Persons,G01_Language_used_at_home_Other_Language_Males,G01_Language_used_at_home_Other_Language_Females,G01_Language_used_at_home_Other_Language_Persons,G01_Australian_citizen_Males,G01_Australian_citizen_Females,G01_Australian_citizen_Persons,G02_Median_age_of_persons,G02_Median_mortgage_repayment_monthly,G02_Median_total_personal_income_weekly,G02_Median_rent_weekly,G02_Median_total_family_income_weekly,G02_Average_number_of_Persons_per_bedroom,G02_Median_total_household_income_weekly,G02_Average_household_size,G06_PERSONS_Total_Married_in_a_registered_marriage,G06_PERSONS_Total_Married_in_a_de_facto_marriage,G06_PERSONS_Total_Not_married,G06_PERSONS_Total_Total,G09F_PERSONS_Afghanistan_Age_Total,G09F_PERSONS_Australia_Total,G09F_PERSONS_Bangladesh_Total,G09F_PERSONS_Bosnia_and_Herzegovina_Total,G09F_PERSONS_Brazil_Total,G09F_PERSONS_Cambodia_Total,G09F_PERSONS_Canada_Total,G09F_PERSONS_Chile_Total,G09F_PERSONS_China_excludes_SARs_and_Taiwan_Total,G09F_PERSONS_Croatia_Total,G09F_PERSONS_Egypt_Total,G09F_PERSONS_England_Total,G09F_PERSONS_Fiji_Total,G09F_PERSONS_France_Total,G09G_PERSONS_Germany_Total,G09G_PERSONS_Greece_Total,G09G_PERSONS_Hong_Kong_SAR_of_China_Total,G09G_PERSONS_India_Total,G09G_PERSONS_Indonesia_Total,G09G_PERSONS_Iran_Total,G09G_PERSONS_Iraq_Total,G09G_PERSONS_Ireland_Total,G09G_PERSONS_Italy_Total,G09G_PERSONS_Japan_Total,G09G_PERSONS_Korea_Republic_of_South_Total,G09G_PERSONS_Lebanon_Total,G09G_PERSONS_Malaysia_Total,G09G_PERSONS_Malta_Total,G09G_PERSONS_Mauritius_Total,G09G_PERSONS_Myanmar_Total,G09G_PERSONS_Nepal_Total,G09G_PERSONS_Netherlands_Total,G09G_PERSONS_New_Zealand_Total,G09G_PERSONS_North_Macedonia_Total,G09H_PERSONS_Pakistan_Total,G09H_PERSONS_Papua_New_Guinea_Total,G09H_PERSONS_Philippines_Total,G09H_PERSONS_Poland_Total,G09H_PERSONS_Samoa_Total,G09H_PERSONS_Scotland_Total,G09H_PERSONS_Singapore_Total,G09H_PERSONS_South_Africa_Total,G09H_PERSONS_Sri_Lanka_Total,G09H_PERSONS_Taiwan_Total,G09H_PERSONS_Thailand_Total,G09H_PERSONS_Turkey_Total,G09H_PERSONS_United_States_of_America_Total,G09H_PERSONS_Vietnam_Total,G09H_PERSONS_Wales_Total,G09H_PERSONS_Zimbabwe_Total,G09H_PERSONS_Born_elsewhere_Total,G09H_PERSONS_Country_of_birth_not_stated_Total,G14_Buddhism_Persons,G14_Christianity_Total_Persons,G14_Hinduism_Persons,G14_Islam_Persons,G14_Judaism_Persons,G14_Other_Religions_Total_Persons,G14_Secular_Beliefs_and_Other_Spiritual_Beliefs_and_No_Religious_Affiliation_Total_Persons,G14_Religious_affiliation_not_stated_Persons,G29_Couple_family_with_children_under_15_and_Total_Families,G29_Couple_family_with_no_children_under_15_and_Total_Families,G29_Couple_family_with_Total_Families,G56A_Agriculture_Forestry_and_Fishing_Total,G56A_Mining_Total,G56A_Manufacturing_Total,G56A_Electricity_Gas_Water_and_Waste_Services_Total,G56A_Construction_Total,G56A_Wholesale_Trade_Total,G56A_Retail_Trade_Total,G56A_Accommodation_and_Food_Services_Total,G56A_Transport_Postal_and_Warehousing_Total,G56A_Information_Media_and_Telecommunications_Total,G56A_Financial_and_Insurance_Services_Total,G56A_Rental_Hiring_and_Real_Estate_Services_Total,G56A_Professional_Scientific_and_Technical_Services_Total,G56A_Administrative_and_Support_Services_Total,G56A_Public_Administration_and_Safety_Total,G56A_Education_and_Training_Total,G56A_Health_Care_and_Social_Assistance_Total,G56A_Arts_and_Recreation_Services_Total,G56A_Other_Services_Total,G56A_Inadequately_described_Not_stated_Total
277,LGA36660,17856,18435,36290,888,781,1668,2343,2228,4566,1037,1022,2051,873,731,1603,1709,1755,3462,1639,1852,3492,2110,2367,4476,2587,2827,5415,2738,2741,5478,1514,1555,3068,417,591,1004,949,1018,1965,14571,14953,29522,1750,1974,3728,15727,16229,31954,732,852,1582,15858,16430,32291,48,1300,590,255,1396,0.7,1108,2.3,12930,2847,10488,26265,0,29522,0,3,30,3,52,16,47,24,0,911,38,17,119,0,15,85,30,3,0,42,184,26,70,3,23,3,5,0,16,122,614,7,11,46,262,23,0,72,11,106,14,53,39,0,83,19,16,31,426,3044,175,20622,106,51,17,178,11544,3594,2158,1051,3213,1965,169,1239,131,1139,231,1622,1156,793,64,162,124,487,303,644,1300,2065,112,571,691
278,LGA36720,164669,177877,342541,8740,8197,16934,21842,20717,42558,10171,9912,20081,8439,8865,17308,18020,19786,37804,20069,22315,42382,21881,24093,45977,20973,24214,45184,19436,21646,41086,11364,12804,24171,3728,5333,9058,4099,4225,8332,122808,131683,254485,33054,37695,70749,146256,157821,304081,9498,11477,20982,142687,154747,297429,43,1915,755,440,1920,0.8,1595,2.5,124491,31466,99023,254988,26,254485,44,48,859,49,1399,143,744,192,121,20153,371,529,1938,123,285,2332,367,162,22,889,665,444,604,44,514,189,132,73,830,1304,14563,34,120,754,1578,396,79,2018,308,4157,287,262,758,69,1861,420,674,810,6012,17306,3384,149497,2280,841,318,1796,159955,24469,25807,11201,37004,2457,2506,7436,1543,19438,3046,15697,13273,4974,1425,4588,3122,9846,5562,6264,14175,28814,2841,6346,6934
279,LGA36820,12951,13289,26244,569,502,1067,1759,1625,3381,791,738,1533,480,444,926,1135,1203,2335,1166,1409,2576,1597,1767,3369,1992,2142,4132,2057,2006,4063,1097,1052,2153,306,405,715,1008,1052,2062,9907,10128,20032,1627,1835,3461,11002,11336,22335,624,717,1337,11151,11504,22660,49,1352,625,260,1478,0.8,1167,2.3,8628,2353,7568,18552,0,20032,0,3,9,4,49,0,25,9,4,849,12,26,208,0,7,62,35,6,0,39,140,37,9,0,24,6,3,3,8,98,548,0,0,149,139,17,17,64,8,80,17,10,40,4,133,9,33,49,485,2748,184,12068,49,31,14,160,10533,3208,1510,673,2177,1472,347,438,113,880,162,1042,682,336,62,115,123,395,274,659,1009,1446,109,418,513
280,LGA36910,83825,89379,173204,5158,5039,10200,12100,11603,23703,5833,5578,11405,5261,5236,10493,10612,11235,21846,9741,10610,20352,9957,10937,20894,9786,10783,20570,8581,9517,18096,5149,6110,11264,1657,2725,4381,4154,4521,8677,67501,72218,139721,11499,12561,24057,71462,76691,148153,7515,8065,15583,73443,78960,152404,39,1517,743,300,1847,0.8,1461,2.5,60155,12900,50621,123675,125,139721,120,13,310,20,290,50,622,39,75,3239,204,75,414,30,111,1987,115,151,2200,216,132,110,253,20,305,23,18,39,726,383,2493,0,165,348,1630,53,36,418,239,1089,441,278,198,52,472,158,90,536,2954,9423,1527,96803,2160,1463,69,3367,55534,12284,12934,4919,17849,4670,1175,5405,977,6686,1873,7269,4739,3086,450,1886,921,3635,1878,4642,8571,14649,769,3264,2962
281,LGA36950,1710,1715,3421,128,133,263,352,289,640,137,136,275,134,122,254,249,270,518,202,259,459,196,204,402,172,180,358,96,87,187,30,28,62,3,9,10,1153,1208,2358,1427,1473,2903,138,128,266,719,701,1419,802,867,1666,1546,1566,3110,30,1791,877,200,1951,1.2,2006,3.1,499,514,1071,2080,0,2903,0,0,0,0,3,0,7,0,0,35,12,0,3,0,0,13,9,0,0,0,5,7,0,0,3,0,0,0,0,3,50,0,0,48,8,0,0,3,3,5,6,0,3,0,7,5,0,0,26,256,14,2287,10,14,0,35,757,302,272,62,332,25,9,12,9,117,3,108,86,132,9,4,5,26,33,290,195,363,6,31,51
282,LGA36960,2044,2078,4124,223,227,450,459,416,879,151,121,273,137,160,288,289,354,644,257,263,525,219,195,417,180,184,360,98,106,205,29,39,65,6,9,9,1850,1885,3737,1853,1897,3744,74,62,137,126,137,262,1763,1788,3554,1909,1954,3861,27,0,411,130,923,1.0,976,3.5,469,651,1252,2371,0,3744,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,243,0,3187,0,0,0,8,505,423,334,72,411,20,5,13,19,50,0,90,27,17,3,0,0,9,21,346,209,121,37,0,32
283,LGA37010,96211,96560,192768,5893,5302,11196,13260,12511,25779,6376,6486,12858,7942,7058,15003,14132,13764,27901,12244,12952,25201,12163,12649,24814,11083,11431,22520,8261,8336,16591,3889,4377,8268,964,1683,2647,8048,8220,16269,75485,76190,151673,12743,14329,27077,79984,81785,161774,7036,8207,15246,82312,84508,166822,36,1517,864,305,2082,0.8,1701,2.5,56070,20194,57835,134104,41,151673,79,8,107,45,407,30,435,37,77,4784,262,184,688,110,141,1761,204,67,40,350,444,147,376,9,391,53,35,98,195,356,4121,4,112,897,2052,95,54,671,133,1057,331,63,399,22,616,333,137,335,3671,14024,1538,91411,1355,1044,94,1206,77791,18331,14285,5481,19767,662,2674,4209,1323,8034,1790,8639,7000,4076,782,1275,1309,4273,2530,11800,8826,16480,1266,3696,3352
284,LGA37300,2161,1938,4100,213,170,381,361,309,674,126,114,240,152,158,312,406,381,797,310,320,636,303,265,572,211,153,364,51,38,91,15,15,31,5,6,10,427,385,814,1695,1499,3191,174,230,406,1683,1495,3170,167,213,385,1811,1641,3460,30,2063,1558,500,3283,1.0,2978,2.9,989,670,810,2471,0,3191,0,0,0,5,6,0,4,0,0,58,16,0,5,0,0,15,3,0,0,9,4,4,0,0,4,0,0,0,0,0,85,0,0,43,54,0,0,11,0,18,3,0,19,0,9,0,0,3,26,505,26,1514,28,7,0,6,1922,591,433,93,525,7,894,145,10,80,22,130,122,62,4,7,26,19,91,76,225,227,0,54,78
285,LGA37310,17162,16679,33843,1156,1061,2219,2582,2447,5029,1094,951,2045,985,929,1918,2196,2210,4404,1939,2023,3963,2151,2155,4304,2154,2022,4175,1788,1548,3338,882,944,1827,238,383,625,1254,1336,2585,13968,13753,27718,1299,1376,2671,14658,14488,29149,690,705,1395,14721,14498,29213,38,1300,716,240,1713,0.8,1374,2.5,10498,2856,8882,22238,0,27718,6,0,11,0,26,20,25,3,0,406,40,31,49,6,7,112,19,3,0,56,16,4,18,0,38,5,4,4,17,43,458,0,13,50,508,13,0,38,8,183,12,4,25,0,38,18,17,40,268,3448,103,19246,103,80,6,114,10367,3818,2530,824,3353,2780,581,726,457,1295,388,1435,891,625,29,142,163,448,371,790,1229,1348,83,573,748
286,LGA37340,19124,18031,37152,996,898,1893,2347,2140,4484,984,930,1917,1029,1061,2087,2715,2739,5457,2440,2362,4803,2635,2453,5081,2685,2486,5170,2129,1838,3967,966,820,1789,201,305,503,1048,1104,2156,13806,12985,26791,2851,3216,6071,15527,14881,30406,1171,1347,2521,15278,14598,29878,40,1612,795,300,1856,0.8,1472,2.4,10234,3885,9375,23489,0,26791,8,0,19,6,103,73,115,8,5,1215,20,110,184,10,31,127,71,5,6,76,76,39,67,6,65,18,10,0,23,86,1125,0,8,80,368,38,10,145,20,234,41,96,139,18,126,92,45,58,819,4289,338,15746,104,109,22,151,15795,4894,2466,808,3274,1438,1350,639,160,1592,309,1529,3095,1231,66,150,293,547,818,643,1044,1448,147,672,788
287,LGA37400,547,580,1129,28,39,65,63,61,122,25,16,39,20,35,53,57,64,122,64,75,143,65,91,157,88,90,177,82,58,146,47,38,87,9,9,19,37,42,82,430,456,890,27,34,57,448,482,928,10,14,21,449,482,932,45,863,882,150,2048,0.8,1316,2.1,314,115,277,703,0,890,7,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,180,0,612,3,7,0,0,317,185,75,22,95,134,12,11,5,42,17,56,26,25,0,3,0,6,9,102,24,35,23,13,21
288,LGA37550,475,545,1019,71,54,123,123,114,234,46,57,103,28,45,71,63,104,172,42,55,98,47,59,108,30,33,69,19,21,36,0,10,8,0,0,0,428,507,933,453,516,966,8,3,9,430,497,933,18,21,38,451,522,976,23,0,361,120,707,1.2,684,3.3,44,94,438,579,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,624,0,0,0,14,315,66,46,3,49,3,0,0,0,10,0,6,0,0,0,0,0,0,6,52,53,44,0,9,8
289,LGA37570,128,154,276,9,15,24,21,29,52,11,4,13,5,8,14,23,34,53,17,18,29,19,17,35,16,17,36,5,5,10,3,5,8,0,0,0,115,140,258,123,145,268,5,5,8,75,77,150,48,67,114,118,146,268,29,0,332,70,833,1.2,840,3.2,13,62,118,186,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,242,0,0,0,0,23,16,26,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,4,0,8
290,LGA37600,1220,1286,2505,122,113,232,263,252,515,128,137,267,116,96,212,189,207,393,132,148,277,119,132,253,94,120,213,41,53,92,12,25,31,0,0,5,1161,1235,2402,1184,1248,2432,5,0,4,222,220,442,945,1018,1966,1186,1248,2439,25,1392,337,150,911,1.5,1254,4.5,252,333,1045,1637,0,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2130,0,0,0,16,261,99,156,67,223,0,0,0,0,21,0,7,4,0,0,0,0,10,10,112,63,137,15,4,15
291,LGA39499,7861,6807,14670,277,229,504,478,457,932,272,291,566,444,493,934,1301,1345,2649,1194,885,2077,1042,887,1929,1297,1170,2468,1253,870,2124,283,160,444,23,25,44,652,533,1188,4859,4153,9019,1440,1472,2917,5206,4768,9972,551,630,1184,5052,4566,9621,0,0,0,0,0,0.0,0,0.0,0,0,0,0,5,9019,0,8,25,0,46,37,69,4,3,657,16,81,101,3,14,48,34,10,4,51,54,21,29,3,29,9,0,3,8,72,565,0,14,41,61,9,7,64,3,89,9,45,17,3,62,24,13,15,408,2744,126,4435,46,76,14,91,5943,3935,0,0,0,300,89,147,44,319,48,216,434,181,37,41,43,171,194,134,149,340,54,95,194
292,LGA39799,149,28,183,0,0,0,0,0,0,0,0,0,4,9,16,37,13,49,55,7,64,42,0,45,3,4,5,3,0,3,0,0,0,0,0,0,0,0,0,27,0,29,19,4,23,27,0,32,18,3,22,25,0,29,39,0,1196,0,2750,1.0,1749,1.5,0,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,28,0,0,0,0,17,135,0,0,0,19,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
293,LGA40070,12770,12259,25026,257,242,503,500,457,954,589,815,1410,2239,2308,4551,3217,2877,6094,1720,1442,3161,1276,1004,2282,1182,1099,2284,1105,1133,2239,538,606,1140,150,272,425,192,149,339,6240,5650,11893,5601,5766,11360,7238,6736,13980,4355,4641,9001,7722,7318,15042,32,1733,780,400,2220,0.9,1473,1.8,5032,3002,10221,18251,28,11893,58,10,125,37,96,15,3004,34,36,1003,13,72,119,86,525,850,118,182,27,66,167,111,314,23,720,9,15,25,73,59,222,3,84,32,314,59,3,115,287,125,134,135,104,33,188,422,25,29,1032,1771,1034,6903,708,642,40,203,12903,2591,690,280,975,89,145,496,112,522,194,949,1700,253,252,516,217,1774,386,824,1224,1908,326,364,396
294,LGA40120,20276,20603,40879,1016,959,1978,2694,2678,5370,1398,1340,2743,1077,973,2051,1707,1756,3461,2300,2556,4858,2998,3124,6128,3053,3032,6085,2510,2543,5053,1208,1181,2391,318,447,768,138,151,281,16006,16329,32332,3362,3452,6816,18363,18658,37020,1062,1181,2247,18681,19018,37696,44,1860,892,350,2416,0.8,2067,2.7,17018,3471,10086,30572,0,32332,0,10,16,10,102,9,173,21,9,2888,11,40,346,20,55,113,24,39,3,73,170,41,32,11,111,20,7,4,3,194,331,3,13,41,90,91,0,214,63,252,27,12,39,11,227,71,86,41,632,1731,325,15271,87,76,50,194,22252,2623,3480,2015,5494,791,289,1454,301,1884,465,1627,1181,513,223,548,298,1965,632,1565,2335,3217,444,737,596
295,LGA40150,5136,4702,9835,313,250,564,694,588,1284,344,296,637,280,246,521,627,627,1253,620,582,1203,742,729,1474,795,690,1488,476,434,912,213,200,405,47,53,98,129,125,253,4118,3749,7864,627,661,1292,4491,4187,8678,293,258,552,4555,4206,8763,40,1517,753,295,1937,0.8,1685,2.7,3427,1055,2747,7226,0,7864,0,0,0,17,7,0,9,5,3,552,5,4,25,24,0,18,8,4,0,13,53,3,0,7,6,7,0,0,0,38,80,6,0,3,39,7,0,56,0,13,10,0,15,0,10,53,10,11,184,680,107,3550,12,15,4,39,5286,819,794,460,1254,377,49,440,78,593,190,436,182,363,29,63,48,145,233,268,305,544,50,238,222
296,LGA40220,14024,14707,28730,592,527,1120,1478,1462,2939,733,694,1428,519,525,1043,1070,1152,2224,1251,1369,2624,1735,1742,3470,2104,2364,4470,2564,2775,5343,1569,1565,3130,412,535,941,245,222,467,11025,11407,22436,2176,2490,4671,12973,13577,26552,329,443,772,12806,13414,26227,53,1400,606,280,1428,0.7,1143,2.3,11492,2550,7898,21941,0,22436,0,0,8,9,32,9,24,10,5,2605,5,17,196,16,6,56,19,0,0,68,54,13,6,0,30,17,0,3,4,202,249,0,0,16,93,28,0,227,19,106,8,0,25,3,85,11,59,18,306,1618,163,11098,28,19,15,148,15059,2189,1687,917,2608,968,251,754,165,1208,196,1120,807,370,65,177,150,478,442,575,872,1795,176,485,415
297,LGA40250,1067,1264,2333,88,109,197,170,185,362,116,104,213,104,119,225,208,263,477,133,174,302,126,148,269,84,107,187,31,37,62,12,15,24,9,11,17,967,1092,2064,1009,1169,2178,21,42,61,102,150,256,923,1056,1978,1025,1188,2209,28,0,324,85,739,1.4,1266,4.0,594,165,846,1608,0,2178,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,7,0,0,3,0,0,0,0,0,0,6,0,0,9,3,97,0,986,0,3,0,173,682,485,201,40,236,15,0,5,0,33,0,26,4,0,0,0,0,0,6,45,157,83,80,35,21
298,LGA40310,12354,12710,25066,591,593,1182,1664,1549,3210,769,693,1468,600,514,1116,1174,1156,2332,1432,1575,3007,1667,1784,3455,1743,1861,3609,1595,1667,3258,852,903,1760,258,411,671,151,164,317,10386,10570,20955,1395,1568,2957,11594,11843,23436,279,383,662,11453,11788,23244,45,1458,749,295,1910,0.7,1480,2.4,10059,2180,6601,18846,0,20955,0,0,13,0,32,3,30,10,6,1480,4,11,186,5,11,29,14,0,0,23,49,8,3,4,14,7,0,0,0,92,194,0,0,17,47,23,0,158,7,91,5,14,26,0,80,9,16,14,218,1149,76,11297,24,14,6,67,11921,1657,1921,985,2903,794,204,2269,138,991,274,1101,851,420,79,140,117,460,516,575,1041,1414,144,369,380
299,LGA40430,1328,1287,2619,58,54,115,133,127,257,46,39,89,42,33,77,86,90,182,93,96,184,145,154,296,240,232,474,276,246,529,150,151,309,43,67,107,29,31,57,1136,1073,2208,94,115,210,1218,1172,2391,18,19,38,1226,1169,2390,57,1042,525,208,1320,0.7,975,2.1,1072,170,683,1925,0,2208,0,0,0,0,4,0,3,0,0,109,0,5,13,0,0,3,4,0,0,0,3,0,0,0,0,4,0,0,0,11,10,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,5,0,8,202,14,1258,0,0,0,7,1094,243,140,73,214,255,14,37,14,40,19,52,48,45,0,4,4,26,25,35,94,144,4,26,20
300,LGA40520,5214,5267,10484,212,231,444,631,588,1219,333,284,619,307,244,550,580,559,1136,548,570,1116,655,680,1334,722,773,1497,740,721,1463,340,406,748,147,212,358,263,267,533,4250,4294,8541,646,651,1297,4402,4486,8895,535,495,1027,4685,4793,9474,46,1083,637,210,1485,0.7,1169,2.3,3421,1011,3463,7900,0,8541,3,0,0,0,9,0,21,26,3,301,0,9,33,130,7,199,4,0,0,4,44,0,10,13,19,0,4,0,0,35,70,0,0,0,79,0,0,42,0,19,6,8,4,0,18,5,3,6,152,641,49,4347,51,24,0,248,5024,739,611,318,928,480,23,601,77,294,92,402,352,145,24,52,36,113,207,249,342,711,22,175,182
301,LGA40700,21989,24048,46030,960,871,1830,2977,2944,5920,1602,1576,3175,1315,1234,2550,2061,2133,4192,2623,3014,5638,2984,3244,6223,2685,3037,5725,2535,3007,5543,1670,1957,3628,575,1036,1609,99,91,186,14394,15437,29835,7087,8123,15206,15624,16764,32387,5873,6788,12661,18829,20496,39317,44,2300,970,360,2686,0.8,2069,2.5,19377,2499,13889,35773,9,29835,144,26,40,48,129,16,2838,43,94,2065,36,91,279,208,411,1399,99,333,19,72,580,126,306,88,891,28,10,13,73,115,395,0,207,26,152,118,0,244,280,265,560,160,110,42,259,337,60,51,1323,992,1501,19662,1267,934,111,516,20191,1863,3895,2221,6114,187,293,1020,275,1175,475,1812,1471,509,320,969,513,3045,580,1382,2467,4260,371,629,552
302,LGA40910,26601,28201,54800,1401,1340,2736,3235,2927,6163,1550,1351,2903,1853,1705,3559,3741,3789,7522,3623,3809,7439,3419,3569,6988,2983,3326,6305,2273,2878,5151,1749,2354,4101,769,1160,1929,196,248,443,16276,16886,33162,9508,10459,19967,16411,16973,33390,9346,10324,19670,21881,23031,44912,40,1733,758,345,2058,0.8,1590,2.5,21574,3296,18370,43243,42,33162,105,44,102,48,89,20,2844,86,111,1716,23,48,283,355,480,2709,104,421,51,113,3025,82,540,177,966,49,10,21,181,153,282,5,223,22,384,188,7,213,156,252,585,120,87,32,174,312,50,65,1838,1671,1457,27719,2104,1250,54,1468,18121,2627,4464,2468,6934,158,175,1493,354,2249,626,2757,1842,929,365,1076,373,2381,1009,1938,2838,4453,361,1122,799
303,LGA41010,1778,1730,3505,103,130,234,242,233,480,103,73,178,99,82,180,241,230,470,177,203,378,247,226,472,234,234,471,209,198,406,105,86,192,24,28,53,405,463,870,1492,1420,2915,124,147,264,1490,1419,2904,143,170,320,1593,1542,3135,40,1247,764,200,1794,0.8,1381,2.4,968,495,984,2448,0,2915,0,0,0,0,3,0,0,0,0,65,4,0,4,11,0,48,0,0,0,0,5,0,4,0,6,0,0,0,0,7,41,0,0,0,10,0,0,4,0,4,0,3,3,0,0,5,0,3,24,328,13,1536,17,3,4,37,1499,392,254,87,345,229,58,24,13,67,14,132,97,118,0,10,10,30,49,122,176,263,3,84,68
304,LGA41060,59404,62438,121840,3154,3112,6264,6254,5932,12188,3154,2844,5994,3991,3898,7891,9188,9229,18414,7767,8053,15820,7726,8018,15751,7533,7997,15528,5754,6759,12512,3457,4294,7749,1433,2306,3732,976,1027,2005,40769,42275,83045,16457,17997,34455,41607,43017,84630,15585,17223,32810,51721,54508,106231,41,1733,786,325,2072,0.8,1563,2.4,42269,10448,43070,95783,201,83045,126,622,389,301,195,75,1223,614,243,4308,64,164,725,1688,218,4112,179,312,142,284,3107,97,188,116,518,167,16,18,308,276,789,115,453,57,1171,529,14,651,153,609,203,110,280,66,352,2694,144,70,5016,4343,3175,59342,2291,3202,62,2080,45573,6121,8632,4895,13525,369,517,4088,821,5153,1526,5971,4049,2958,797,2158,898,4407,2121,4603,5455,9614,1189,2566,2079
305,LGA41140,4531,4660,9187,220,224,444,553,532,1082,228,234,457,198,184,381,445,437,888,434,517,947,563,623,1189,726,718,1444,687,667,1354,352,386,741,115,142,260,91,92,184,3815,3854,7666,419,510,926,4164,4247,8406,109,144,258,4140,4226,8367,48,1207,705,240,1658,0.7,1311,2.3,3477,829,2417,6728,3,7666,4,0,3,4,10,0,6,6,0,409,0,4,28,0,3,61,6,0,0,13,9,0,3,0,5,5,0,0,0,27,60,0,0,7,48,3,0,43,0,17,5,4,10,0,16,3,9,7,73,589,38,4276,32,16,5,59,4003,752,615,253,876,684,94,424,73,338,102,337,355,136,21,75,35,160,145,147,351,505,46,158,158
306,LGA41190,906,839,1742,61,47,106,119,118,235,50,26,75,35,30,62,88,94,188,89,80,172,102,114,211,165,127,285,120,107,222,60,68,127,21,37,58,4,9,11,792,734,1515,41,47,90,816,766,1588,12,10,28,823,761,1580,46,877,664,165,1391,0.7,1110,2.3,662,127,392,1186,0,1515,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,8,0,0,0,8,0,0,5,0,10,0,0,0,0,4,0,3,0,9,136,4,842,5,0,0,0,718,172,135,46,186,306,13,7,18,36,29,73,33,50,0,8,0,8,16,19,67,94,0,35,25
307,LGA41330,895,672,1566,31,34,67,70,54,122,33,35,73,29,20,48,99,118,216,93,71,168,104,89,194,146,87,232,140,113,246,126,48,171,23,9,29,115,123,236,474,348,827,226,183,412,524,393,910,199,148,347,659,465,1131,50,630,498,163,1380,0.8,764,1.8,281,149,609,1041,0,827,0,6,0,0,4,0,7,23,0,45,0,0,18,45,3,15,0,0,0,0,7,3,0,0,0,0,0,0,3,5,13,0,6,0,41,3,0,3,0,0,68,0,0,0,11,0,0,4,80,326,78,623,0,17,0,20,483,344,65,19,86,0,42,3,4,32,0,68,97,4,4,0,8,0,13,53,53,95,4,11,38
