,LGA_CODE_2021,G01_Total_Persons_Males,G01_Total_Persons_Females,G01_Total_Persons_Persons,G01_Age_groups_0_4_years_Males,G01_Age_groups_0_4_years_Females,G01_Age_groups_0_4_years_Persons,G01_Age_groups_5_14_years_Males,G01_Age_groups_5_14_years_Females,G01_Age_groups_5_14_years_Persons,G01_Age_groups_15_19_years_Males,G01_Age_groups_15_19_years_Females,G01_Age_groups_15_19_years_Persons,G01_Age_groups_20_24_years_Males,G01_Age_groups_20_24_years_Females,G01_Age_groups_20_24_years_Persons,G01_Age_groups_25_34_years_Males,G01_Age_groups_25_34_years_Females,G01_Age_groups_25_34_years_Persons,G01_Age_groups_35_44_years_Males,G01_Age_groups_35_44_years_Females,G01_Age_groups_35_44_years_Persons,G01_Age_groups_45_54_years_Males,G01_Age_groups_45_54_years_Females,G01_Age_groups_45_54_years_Persons,G01_Age_groups_55_64_years_Males,G01_Age_groups_55_64_years_Females,G01_Age_groups_55_64_years_Persons,G01_Age_groups_65_74_years_Males,G01_Age_groups_65_74_years_Females,G01_Age_groups_65_74_years_Persons,G01_Age_groups_75_84_years_Males,G01_Age_groups_75_84_years_Females,G01_Age_groups_75_84_years_Persons,G01_Age_groups_85_years_and_over_Males,G01_Age_groups_85_years_and_over_Females,G01_Age_groups_85_years_and_over_Persons,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Males,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Females,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Persons,G01_Birthplace_Australia_Males,G01_Birthplace_Australia_Females,G01_Birthplace_Australia_Persons,G01_Birthplace_Elsewhere_Males,G01_Birthplace_Elsewhere_Females,G01_Birthplace_Elsewhere_Persons,G01_Language_used_at_home_English_only_Males,G01_Language_used_at_home_English_only_Females,G01_Language_used_at_home_English_only_Persons,G01_Language_used_at_home_Other_Language_Males,G01_Language_used_at_home_Other_Language_Females,G01_Language_used_at_home_Other_Language_Persons,G01_Australian_citizen_Males,G01_Australian_citizen_Females,G01_Australian_citizen_Persons,G02_Median_age_of_persons,G02_Median_mortgage_repayment_monthly,G02_Median_total_personal_income_weekly,G02_Median_rent_weekly,G02_Median_total_family_income_weekly,G02_Average_number_of_Persons_per_bedroom,G02_Median_total_household_income_weekly,G02_Average_household_size,G06_PERSONS_Total_Married_in_a_registered_marriage,G06_PERSONS_Total_Married_in_a_de_facto_marriage,G06_PERSONS_Total_Not_married,G06_PERSONS_Total_Total,G09F_PERSONS_Afghanistan_Age_Total,G09F_PERSONS_Australia_Total,G09F_PERSONS_Bangladesh_Total,G09F_PERSONS_Bosnia_and_Herzegovina_Total,G09F_PERSONS_Brazil_Total,G09F_PERSONS_Cambodia_Total,G09F_PERSONS_Canada_Total,G09F_PERSONS_Chile_Total,G09F_PERSONS_China_excludes_SARs_and_Taiwan_Total,G09F_PERSONS_Croatia_Total,G09F_PERSONS_Egypt_Total,G09F_PERSONS_England_Total,G09F_PERSONS_Fiji_Total,G09F_PERSONS_France_Total,G09G_PERSONS_Germany_Total,G09G_PERSONS_Greece_Total,G09G_PERSONS_Hong_Kong_SAR_of_China_Total,G09G_PERSONS_India_Total,G09G_PERSONS_Indonesia_Total,G09G_PERSONS_Iran_Total,G09G_PERSONS_Iraq_Total,G09G_PERSONS_Ireland_Total,G09G_PERSONS_Italy_Total,G09G_PERSONS_Japan_Total,G09G_PERSONS_Korea_Republic_of_South_Total,G09G_PERSONS_Lebanon_Total,G09G_PERSONS_Malaysia_Total,G09G_PERSONS_Malta_Total,G09G_PERSONS_Mauritius_Total,G09G_PERSONS_Myanmar_Total,G09G_PERSONS_Nepal_Total,G09G_PERSONS_Netherlands_Total,G09G_PERSONS_New_Zealand_Total,G09G_PERSONS_North_Macedonia_Total,G09H_PERSONS_Pakistan_Total,G09H_PERSONS_Papua_New_Guinea_Total,G09H_PERSONS_Philippines_Total,G09H_PERSONS_Poland_Total,G09H_PERSONS_Samoa_Total,G09H_PERSONS_Scotland_Total,G09H_PERSONS_Singapore_Total,G09H_PERSONS_South_Africa_Total,G09H_PERSONS_Sri_Lanka_Total,G09H_PERSONS_Taiwan_Total,G09H_PERSONS_Thailand_Total,G09H_PERSONS_Turkey_Total,G09H_PERSONS_United_States_of_America_Total,G09H_PERSONS_Vietnam_Total,G09H_PERSONS_Wales_Total,G09H_PERSONS_Zimbabwe_Total,G09H_PERSONS_Born_elsewhere_Total,G09H_PERSONS_Country_of_birth_not_stated_Total,G14_Buddhism_Persons,G14_Christianity_Total_Persons,G14_Hinduism_Persons,G14_Islam_Persons,G14_Judaism_Persons,G14_Other_Religions_Total_Persons,G14_Secular_Beliefs_and_Other_Spiritual_Beliefs_and_No_Religious_Affiliation_Total_Persons,G14_Religious_affiliation_not_stated_Persons,G29_Couple_family_with_children_under_15_and_Total_Families,G29_Couple_family_with_no_children_under_15_and_Total_Families,G29_Couple_family_with_Total_Families,G56A_Agriculture_Forestry_and_Fishing_Total,G56A_Mining_Total,G56A_Manufacturing_Total,G56A_Electricity_Gas_Water_and_Waste_Services_Total,G56A_Construction_Total,G56A_Wholesale_Trade_Total,G56A_Retail_Trade_Total,G56A_Accommodation_and_Food_Services_Total,G56A_Transport_Postal_and_Warehousing_Total,G56A_Information_Media_and_Telecommunications_Total,G56A_Financial_and_Insurance_Services_Total,G56A_Rental_Hiring_and_Real_Estate_Services_Total,G56A_Professional_Scientific_and_Technical_Services_Total,G56A_Administrative_and_Support_Services_Total,G56A_Public_Administration_and_Safety_Total,G56A_Education_and_Training_Total,G56A_Health_Care_and_Social_Assistance_Total,G56A_Arts_and_Recreation_Services_Total,G56A_Other_Services_Total,G56A_Inadequately_described_Not_stated_Total
137,LGA20910,48378,52930,101306,2208,2246,4450,6770,6461,13225,3596,3369,6965,2766,2442,5212,3806,4101,7912,5443,6372,11814,7639,8621,16260,6700,7337,14041,5125,5952,11081,3097,3838,6937,1225,2201,3422,140,125,269,33999,36585,70582,12823,14611,27436,39675,42455,82132,7040,8604,15645,42676,46514,89186,45,3000,1098,520,3361,0.8,2487,2.5,40539,7356,29369,77263,29,70582,25,89,165,44,362,114,2436,177,224,6104,66,277,735,705,324,921,159,179,26,621,685,267,116,113,461,77,114,22,47,334,1737,61,45,47,268,495,13,796,333,1379,320,57,197,197,872,276,149,104,4070,3289,1228,45107,778,675,2928,344,45069,5183,8730,5078,13810,181,147,2532,485,3785,1704,4630,2708,1268,1122,3466,1403,7583,1413,2288,4764,6144,1267,1376,2240
138,LGA21010,7052,7472,14528,325,326,649,725,692,1418,396,343,739,320,287,608,693,694,1389,637,712,1350,805,925,1725,1118,1237,2350,1157,1189,2342,662,728,1392,219,345,566,130,152,284,5785,6090,11878,618,729,1347,6222,6578,12802,247,278,529,6257,6645,12902,51,1300,654,250,1548,0.7,1192,2.2,5142,1291,4553,10990,3,11878,6,0,6,7,15,0,30,5,5,361,10,13,97,9,3,106,7,6,0,37,30,7,0,0,12,13,0,0,19,64,115,3,15,7,50,5,0,46,3,21,13,5,10,0,32,6,9,4,139,1300,68,6542,79,56,12,70,6226,1473,757,437,1197,604,45,531,65,786,136,511,348,214,34,62,58,224,187,427,480,946,91,217,281
139,LGA21110,80517,87386,167900,3408,3246,6653,10377,9907,20281,6100,5853,11950,6229,6075,12306,10424,10620,21044,9469,10937,20408,11016,12800,23812,9915,10831,20747,7420,8499,15917,4347,5479,9829,1820,3143,4961,242,195,436,53096,55398,108493,25064,29454,54524,56094,58468,114556,21962,26261,48227,68474,73190,141659,40,3000,1071,451,3186,0.9,2376,2.5,64137,11495,54598,130231,23,108493,126,67,164,106,428,112,13393,176,288,4789,160,331,601,1586,2046,4047,782,817,88,460,1418,398,640,129,3749,91,176,84,199,311,2413,107,294,92,556,319,9,569,1108,998,1402,846,454,187,1178,2039,114,120,3905,4883,5568,69673,4295,1885,1501,988,75859,8131,13565,8514,22080,339,215,3505,712,4584,2520,8086,5147,2029,1891,6285,2187,13530,2147,4027,8785,13706,1820,2138,3346
140,LGA21180,97491,97124,194618,5714,5274,10994,11785,10989,22773,5640,5489,11131,7056,6349,13406,15946,14610,30553,13239,13179,26419,11849,12708,24555,11396,11706,23114,8831,9475,18308,4643,5071,9714,1391,2271,3664,434,417,853,45580,43689,89271,45821,47898,93716,36496,34160,70661,54481,56941,111421,75576,76613,152193,37,1700,611,346,1674,0.9,1506,2.9,68032,10030,71044,149112,618,89271,415,1202,74,251,101,672,2202,2035,924,1554,614,125,786,2031,538,8209,478,440,1256,185,2819,127,145,795,1140,4086,204,1867,1098,153,2601,3033,1910,55,5759,895,785,305,235,213,1624,156,574,689,243,25391,41,69,12013,11623,21602,93975,6070,13031,70,4027,41343,14502,14385,9556,23938,530,118,7993,775,7547,2481,8451,5436,7658,949,3341,966,4387,3276,4077,5310,9404,1144,3467,5653
141,LGA21270,3186,2991,6178,154,140,289,334,310,643,194,133,328,143,103,246,272,276,550,253,237,490,408,397,805,533,516,1051,531,416,945,267,285,547,106,182,286,45,47,92,2670,2505,5172,190,217,401,2795,2647,5444,102,105,206,2811,2660,5470,52,734,618,158,1468,0.7,1088,2.2,2251,472,1847,4575,0,5172,3,0,0,0,3,0,6,0,0,94,9,0,11,0,3,30,0,0,0,7,5,3,0,0,9,8,0,0,12,12,50,0,0,0,45,3,0,9,0,18,7,3,0,5,9,0,6,0,35,604,37,3268,26,11,0,19,2212,602,357,198,554,814,6,97,15,123,64,188,138,141,8,27,6,59,26,148,242,322,34,81,103
142,LGA21370,19105,19627,38735,981,959,1939,2387,2292,4674,1187,1033,2215,947,927,1876,1894,2005,3902,1834,2050,3885,2384,2532,4918,2822,2891,5716,2585,2552,5143,1573,1629,3201,507,766,1273,574,590,1169,16249,16609,32855,1360,1577,2937,17022,17528,34548,717,799,1521,17188,17676,34865,47,1300,668,250,1630,0.7,1264,2.4,13574,3479,11541,28596,0,32855,12,0,7,8,21,3,54,12,18,648,18,22,80,19,9,134,15,9,3,50,143,5,14,10,57,19,0,5,31,94,397,7,10,11,328,8,0,99,3,50,66,10,57,3,50,29,18,15,241,2936,239,18796,133,135,11,103,16145,3171,2494,1284,3775,2165,70,1807,226,1599,349,1680,1144,666,69,209,156,576,406,618,1177,2721,245,762,724
143,LGA21450,58269,59925,118194,4647,4453,9096,9070,8607,17675,3797,3493,7280,3577,3482,7063,8915,9685,18597,8672,8841,17514,7063,7396,14459,5618,6045,11663,4103,4599,8701,2210,2430,4640,591,902,1494,556,597,1145,41639,42917,84558,13720,14057,27773,44901,46211,91108,10410,10661,21073,49833,51144,100982,34,1868,831,361,2097,0.8,1874,2.8,41761,11061,32102,84925,362,84558,220,97,57,142,132,187,643,174,278,4204,239,62,423,100,95,5139,170,105,66,251,389,75,108,73,376,96,492,340,100,598,1941,37,700,42,1125,157,119,616,156,601,2279,148,218,61,248,188,116,191,3033,5860,2743,45348,3238,3119,93,3469,52301,7894,11806,4263,16071,1377,192,5496,664,8092,2071,5807,2933,2845,678,1383,812,2901,1684,2657,4813,7882,911,2457,3037
144,LGA21610,182041,183195,365239,14306,13534,27841,28376,26832,55208,11878,11278,23162,12563,11746,24309,27135,28552,55683,29092,28909,58004,22386,22866,45253,17923,18281,36204,11340,12320,23658,5468,6242,11711,1567,2646,4207,1176,1222,2395,97744,97706,195450,76140,77653,153792,96918,96884,193800,75708,76820,152525,146165,146494,292657,34,1950,783,380,2045,0.9,1918,3.1,138444,23038,103560,265049,14679,195450,771,1235,110,2231,268,1041,5859,1233,1318,8045,2276,197,949,979,589,32355,997,1855,814,604,1690,194,745,793,2105,359,3239,287,691,1053,8006,532,4373,69,6990,1313,1745,1490,965,2199,15026,356,958,863,708,2169,236,732,15501,15996,18264,142290,22837,38427,280,16593,104637,21909,38588,15961,54550,1384,242,18861,2067,19983,6773,17705,8813,10151,2251,5475,2080,9258,5581,6854,11552,25775,2035,6505,10216
145,LGA21670,6650,6836,13483,270,259,521,737,700,1440,356,327,686,293,258,553,574,608,1185,526,590,1108,843,836,1678,1006,1098,2111,1115,1138,2260,714,716,1433,210,294,501,153,154,304,5477,5625,11100,583,658,1241,5945,6155,12098,186,220,403,5991,6165,12154,52,1018,503,235,1260,0.7,904,2.1,4265,1239,4740,10250,0,11100,0,6,3,9,11,0,17,0,0,457,8,4,36,19,0,39,3,0,0,11,22,0,0,0,7,16,0,0,31,77,114,4,5,6,84,8,0,50,9,9,11,0,8,4,17,11,13,4,105,1140,67,5965,45,10,10,86,6067,1229,652,398,1050,315,43,605,57,296,63,531,314,217,44,49,24,120,106,279,328,822,71,177,230
146,LGA21750,11224,11200,22423,579,542,1123,1361,1247,2611,653,564,1214,548,477,1025,1305,1271,2573,1230,1238,2463,1380,1435,2814,1612,1613,3223,1497,1573,3071,806,842,1651,240,415,651,157,154,309,9224,9307,18536,1188,1117,2309,9795,9872,19672,686,620,1310,9848,9928,19772,45,1300,704,265,1721,0.7,1277,2.3,7315,2209,7020,16550,25,18536,4,0,0,0,12,0,181,10,11,488,10,14,63,16,10,88,22,3,0,37,53,21,17,0,26,16,3,4,26,81,233,8,8,8,102,9,30,80,10,18,32,146,24,3,44,17,12,10,221,1579,174,9704,80,91,14,80,10358,1922,1473,676,2151,1210,37,1514,99,918,179,949,872,361,93,124,85,352,370,436,724,1415,133,342,424
147,LGA21830,8112,8003,16115,395,359,748,992,943,1929,495,438,935,408,333,743,818,757,1571,774,815,1591,1024,1041,2065,1257,1275,2536,1130,1023,2154,610,709,1322,214,307,517,102,104,200,6863,6794,13656,577,615,1191,7310,7239,14555,200,216,410,7296,7228,14525,48,1083,689,225,1669,0.7,1263,2.3,5772,1392,4727,11891,0,13656,0,0,4,0,4,0,17,0,4,267,5,4,43,6,0,31,8,0,0,29,12,0,0,0,4,15,0,0,15,85,288,0,0,0,84,3,0,45,0,22,11,9,9,0,17,3,5,0,122,1275,53,7854,22,26,13,51,6705,1390,1036,530,1574,2179,40,571,77,516,156,567,373,351,25,61,32,216,153,285,491,890,72,210,325
148,LGA21890,72162,76410,148570,4062,3835,7896,7418,7047,14465,3376,3353,6729,4769,4657,9424,13897,14685,28587,11681,12205,23888,9948,10441,20391,7361,7959,15323,4900,5666,10566,3216,4143,7356,1543,2406,3949,698,746,1441,46556,49086,95646,22452,24225,46684,45958,48163,94119,22950,25053,48003,60031,64361,124398,37,2080,879,381,2369,0.9,1829,2.4,43620,17829,55296,116741,71,95646,241,166,211,110,402,204,3868,334,316,3296,194,295,501,4240,341,3726,333,422,219,467,5220,345,202,1166,1010,305,168,26,1108,174,2488,1153,405,74,1075,203,63,461,338,426,839,185,419,300,829,2517,90,109,5030,6245,3890,56943,3767,6129,351,1199,67585,8708,11131,5112,16246,309,100,4142,726,5549,1726,6670,5040,2890,1943,3535,1006,8975,2448,5897,8600,11711,1999,2534,3285
149,LGA22110,23948,24769,48715,1127,1043,2173,2581,2541,5126,1209,1099,2307,937,874,1816,2099,2284,4378,2122,2372,4496,2620,2992,5618,3725,4027,7752,4408,4258,8664,2464,2408,4873,640,877,1516,849,836,1683,19119,19660,38772,2739,3045,5784,21204,21878,43084,890,1074,1968,21292,21969,43262,52,1300,603,268,1417,0.7,1110,2.2,17389,4669,14170,36221,0,38772,4,3,8,0,75,17,93,12,31,1869,31,33,277,39,15,197,33,10,12,69,157,8,17,0,92,61,25,6,21,292,489,4,28,30,310,32,0,244,24,153,49,17,85,8,116,101,47,20,506,4157,334,19683,142,114,25,248,23554,4616,2758,1350,4111,1610,108,1351,236,1918,427,1868,1538,662,89,185,204,676,551,1124,1731,3130,234,750,801
150,LGA22170,68038,71240,139281,4342,4259,8599,8875,8363,17235,4132,3696,7827,3893,3863,7760,9306,9767,19076,9551,10147,19695,9322,9666,18983,8179,8752,16928,6062,6858,12919,3272,3965,7236,1106,1913,3017,886,908,1800,50489,52139,102622,14066,15736,29803,57204,59216,116411,7225,8505,15734,59554,62230,121787,39,1800,805,356,2098,0.8,1653,2.5,43611,14653,45952,104212,146,102622,42,223,72,116,236,187,1110,252,147,7224,271,158,724,465,215,1697,180,127,46,499,593,93,118,167,375,102,346,45,83,567,2994,58,94,87,1298,366,91,1197,146,969,592,84,389,132,457,265,261,140,3559,6852,1696,53148,1444,1173,330,887,70834,9760,11100,5145,16241,432,126,5994,871,9489,2370,7136,3525,2531,810,1647,937,3764,2194,3452,5905,10299,1079,2683,3300
151,LGA22250,5314,5368,10683,231,257,486,602,580,1187,242,243,494,242,198,438,440,440,884,495,512,1013,633,662,1293,826,846,1670,898,848,1744,524,543,1068,179,234,409,141,134,268,4562,4596,9157,268,322,593,4764,4812,9574,112,144,256,4800,4836,9627,51,1000,590,195,1417,0.7,1071,2.2,3897,890,3136,7921,0,9157,0,0,9,0,7,0,17,0,3,158,3,4,18,6,0,41,4,3,0,5,17,0,0,3,4,11,0,0,7,32,55,0,4,0,71,0,0,16,3,39,4,0,13,0,12,0,0,0,42,927,55,5187,22,12,5,31,4342,1031,621,328,947,976,44,296,89,360,106,414,182,147,10,45,23,130,84,289,261,532,30,156,223
152,LGA22310,72223,76690,148908,3984,3787,7772,9406,8900,18302,4276,4062,8338,4766,4695,9462,11037,11399,22436,10579,11322,21899,9747,10630,20378,7756,8338,16099,6133,6896,13025,3136,4084,7220,1396,2577,3979,227,185,411,43958,45248,89214,26060,28980,55039,47987,49722,97714,21800,24261,46060,59693,62975,122668,38,2400,1021,436,2806,0.9,2133,2.5,54064,12907,47963,114936,35,89214,113,122,297,87,366,186,6732,199,296,4065,135,691,789,2033,664,6549,576,243,57,894,1045,733,684,154,1397,77,261,62,508,216,2225,63,148,39,899,1151,9,545,575,3568,1025,300,422,180,1203,1097,88,171,11057,4657,3155,47314,6505,1200,25585,864,56000,8279,13110,5956,19064,180,161,3635,741,5150,2325,7431,4605,2270,1851,5222,1612,11262,2404,3987,8492,11058,1599,2267,3366
153,LGA22410,10052,10104,20152,463,443,904,1112,1071,2181,578,519,1091,471,386,852,910,959,1865,990,1066,2050,1288,1377,2667,1668,1659,3330,1587,1480,3059,762,781,1545,222,375,594,294,293,588,8415,8471,16881,846,917,1762,9062,9117,18185,261,325,582,9044,9110,18161,49,1083,640,220,1599,0.7,1214,2.2,6992,2038,5985,15015,0,16881,0,0,5,5,17,0,18,11,9,475,4,3,45,11,0,69,10,3,0,26,24,7,0,0,14,18,6,0,40,98,286,4,0,8,126,8,0,66,4,51,5,4,42,4,30,21,9,18,143,1507,101,8504,80,22,8,81,9527,1825,1199,652,1852,1244,27,990,107,632,231,700,508,538,32,71,81,203,212,506,615,1338,107,313,373
154,LGA22490,12776,12210,24985,803,741,1541,2083,1883,3967,875,802,1681,614,516,1129,1290,1258,2547,1603,1750,3348,1875,1818,3693,1617,1626,3234,1379,1197,2568,545,462,1007,96,161,258,182,192,376,10945,10451,21396,1155,1154,2308,11779,11269,23053,366,381,752,11798,11287,23080,39,1733,783,338,2125,0.8,1899,2.9,9842,2344,5814,18003,0,21396,0,16,0,0,18,9,19,46,3,825,0,14,112,16,7,41,9,7,0,46,42,9,5,4,14,47,8,3,0,120,231,11,0,10,35,19,4,108,18,50,12,3,28,0,48,10,28,9,239,1277,103,10567,21,50,6,84,12457,1702,2434,1106,3541,785,91,950,152,1730,348,1076,592,566,90,223,110,552,312,788,1043,1784,163,494,490
155,LGA22620,58884,62586,121470,3620,3519,7147,8089,7502,15590,3525,3492,7017,3601,3650,7245,7547,8147,15687,6981,7693,14674,7072,7605,14673,7199,8098,15299,6518,7032,13545,3527,3970,7499,1212,1886,3097,1346,1397,2743,49778,53031,102810,5628,6110,11737,51657,55033,106692,3779,4093,7869,52993,56481,109478,40,1417,739,295,1865,0.7,1448,2.4,39866,11312,37877,89060,87,102810,71,8,40,22,110,12,368,57,82,2095,57,56,248,59,60,1239,93,56,25,134,169,35,68,24,284,65,38,787,127,261,868,7,116,62,684,31,12,314,51,297,280,65,776,24,218,140,61,72,839,6923,1442,51634,825,759,59,780,57301,8674,9024,3801,12826,1295,1131,4706,704,5334,982,5543,3834,1838,515,1902,553,2393,1557,3500,4887,10759,802,2101,1965
156,LGA22670,80293,77912,158208,4951,4671,9620,9099,8683,17788,4412,4188,8601,6008,5378,11392,14783,12996,27782,11844,11202,23041,9338,9133,18472,8340,8304,16646,6356,7013,13369,3811,4288,8102,1346,2061,3400,295,321,615,30121,27832,57952,45736,46272,92008,24302,22064,46362,50798,51049,101849,57006,56518,113524,36,1785,618,346,1605,1.0,1453,2.9,54905,6984,58833,120720,4820,57952,541,1474,46,8671,82,541,4887,721,348,1492,587,87,425,1780,467,11898,942,723,315,189,1478,139,554,595,3407,255,1195,1227,282,311,1988,1023,2388,28,2662,592,302,299,339,427,6287,223,1390,813,193,14693,38,95,7761,8242,25124,52833,8041,22522,185,5302,33201,11001,12492,6644,19135,1217,58,9922,587,5666,2365,6464,4492,3900,737,2142,636,3611,2613,2037,3431,8523,577,2929,5795
157,LGA22750,131854,139203,271057,7975,7500,15470,16540,15764,32304,7711,7379,15088,8754,8452,17203,19168,19032,38200,16663,17750,34409,15855,17127,32985,15080,17086,32161,13910,15775,29684,7589,9113,16706,2619,4228,6844,1779,1782,3562,101940,108522,210464,23549,24294,47844,108735,116608,225345,15666,16132,31800,114665,123611,238279,39,1733,769,346,2051,0.8,1592,2.4,92477,24680,84505,201659,611,210464,169,475,133,67,440,77,1685,1331,226,8744,178,218,1317,512,256,5097,311,528,279,695,1619,176,192,139,688,421,173,553,356,1315,2863,696,803,126,2017,406,51,1443,314,936,830,104,825,176,813,690,306,226,5238,12749,2777,119170,3630,4020,170,2667,120303,18323,20611,9107,29719,1361,317,7888,1558,14549,3217,13725,8948,5187,1188,3794,1551,7804,3724,8280,12738,22536,2014,4480,4723
158,LGA22830,34021,34388,68409,2158,1927,4084,4743,4400,9136,2187,1933,4124,1961,1881,3838,4353,4540,8899,3967,4207,8176,4288,4245,8527,4157,4344,8503,3524,3694,7214,2044,2217,4255,645,1004,1649,1311,1381,2686,25416,25866,51278,5910,5984,11896,25220,25871,51093,6010,6048,12066,28190,28862,57053,39,1300,712,260,1759,0.8,1400,2.5,22822,5275,20763,48864,745,51278,40,4,13,20,51,8,258,41,48,916,94,31,128,157,42,1981,82,120,507,74,747,14,17,17,664,22,17,12,108,178,700,81,285,31,683,17,139,131,26,109,191,146,155,258,82,89,25,48,1553,5237,674,30856,973,4350,24,1672,23834,6023,5012,2239,7258,2512,56,2815,647,2700,653,2908,1716,1243,212,367,269,1186,907,1278,2527,5206,265,1306,1362
159,LGA22910,8156,8453,16604,337,337,677,867,809,1677,379,353,724,244,219,462,635,661,1297,844,901,1748,1188,1242,2432,1397,1529,2927,1426,1451,2881,651,656,1311,183,284,467,90,85,180,6333,6563,12896,1151,1181,2331,7150,7361,14514,385,415,798,7190,7445,14636,52,1421,666,295,1697,0.7,1281,2.2,5629,1945,4869,12442,0,12896,4,9,4,9,41,7,29,32,6,748,6,24,99,19,12,52,14,5,0,41,50,16,3,5,33,32,11,3,28,107,222,14,0,0,40,19,0,78,16,54,24,3,20,4,88,7,20,13,255,1378,195,5783,64,40,25,120,8725,1658,965,471,1434,537,26,429,52,658,134,572,646,264,88,143,67,503,245,442,574,1033,188,244,307
160,LGA22980,2857,2844,5698,137,147,285,285,282,560,178,131,303,119,101,214,298,309,610,270,259,533,303,355,664,474,438,918,418,360,784,248,290,537,115,165,282,41,47,91,2375,2323,4704,277,318,597,2450,2457,4903,205,200,402,2551,2524,5082,50,750,644,180,1569,0.7,1159,2.2,2161,420,1728,4314,0,4704,0,0,0,0,5,0,5,0,0,109,0,0,11,6,0,42,4,0,0,7,0,0,0,0,0,0,3,107,13,15,41,0,5,0,49,0,9,7,0,17,3,0,80,0,13,9,3,4,37,401,75,3022,29,15,0,31,2045,479,340,188,525,651,5,143,27,140,44,141,60,138,8,18,13,50,42,126,194,434,17,61,97
161,LGA23110,44694,46629,91322,3035,2739,5775,5624,5534,11159,2278,2202,4474,2378,2180,4555,6136,6293,12426,6963,7283,14248,6215,6685,12897,5420,5651,11063,3815,4241,8051,2040,2515,4548,790,1322,2115,336,293,629,29514,30240,59758,13103,14423,27530,30926,31447,62380,11587,13151,24734,37762,39632,77396,39,2167,913,380,2453,0.8,1972,2.5,32012,8678,28409,69101,20,59758,83,146,190,148,176,142,925,523,169,3101,114,146,467,1037,145,2494,320,200,66,465,1310,125,93,954,461,1055,134,212,241,200,1919,708,204,37,1123,298,36,554,200,415,218,53,395,90,411,1487,95,71,3349,4035,2043,40718,2135,4656,93,838,35334,5512,8088,3531,11623,176,85,2828,611,4291,1311,3719,2395,2844,914,2389,786,4395,1445,3273,4289,4933,987,1494,1854
162,LGA23190,10010,10419,20429,560,606,1166,1366,1209,2572,644,549,1196,571,575,1149,1265,1287,2557,1098,1171,2267,1150,1266,2421,1360,1395,2759,1101,1166,2266,641,782,1425,251,401,656,178,186,361,8712,9061,17772,672,785,1457,9000,9368,18370,445,513,958,9152,9553,18701,41,1200,772,240,1850,0.7,1381,2.3,7214,1738,6127,15076,0,17772,12,0,4,7,12,0,32,5,0,232,8,5,31,5,4,183,5,3,4,23,56,7,9,3,13,0,0,55,33,44,102,0,10,12,144,10,0,40,11,44,14,5,59,19,33,15,8,15,132,1197,95,9890,154,76,5,74,8714,1424,1513,624,2139,933,69,387,191,932,330,1046,577,391,82,175,72,365,256,577,795,1802,134,426,325
163,LGA23270,122013,121890,243901,9764,9088,18851,18500,17399,35900,7839,7385,15225,8621,7961,16584,19882,20214,40097,18708,18474,37187,14034,14686,28715,12222,12498,24719,7727,8531,16262,3715,4173,7891,989,1481,2473,957,913,1870,66983,67346,134334,48677,48541,97221,55187,54997,110184,59350,59664,119012,96772,97743,194517,33,1806,665,369,1852,0.9,1703,3.1,90157,12707,74293,177158,435,134334,499,339,64,68,195,169,978,646,1072,2866,1128,89,520,1110,194,16441,376,929,15476,319,3175,91,145,4263,614,1162,248,86,2437,232,3731,426,3886,86,3424,327,1177,534,456,386,3867,109,582,7337,379,1538,61,223,12316,12348,5977,105621,11664,46196,95,11557,47017,15768,24303,10826,35130,411,137,8750,1039,11932,2841,9757,5915,10005,1182,3366,1263,5173,3672,6155,7758,12860,1079,3787,5808
164,LGA23350,8586,8782,17368,450,400,849,1109,1081,2192,492,493,985,293,294,592,733,730,1463,918,1025,1945,1180,1276,2453,1366,1430,2796,1239,1227,2468,660,574,1232,146,251,394,131,146,278,7329,7460,14792,693,795,1489,7803,8099,15902,175,229,404,7785,8089,15875,47,1517,777,275,1954,0.7,1511,2.4,6560,1772,4342,12673,0,14792,0,0,10,0,30,7,15,7,0,534,14,14,95,7,4,26,8,0,0,20,33,9,0,0,3,0,0,3,8,63,167,4,0,7,40,3,0,54,8,25,4,0,20,3,46,12,28,3,145,1086,71,7447,32,14,8,37,8280,1478,1306,578,1886,722,20,993,50,733,154,679,535,350,44,95,60,376,195,670,743,1284,97,257,311
165,LGA23430,76656,81476,158129,4389,4222,8611,9551,9047,18597,4365,4234,8594,4345,3998,8339,9933,9916,19848,10934,11819,22756,10981,11867,22848,9188,10018,19205,7082,8305,15387,4253,5287,9541,1629,2773,4401,366,354,722,50295,52287,102579,23866,26632,50498,54487,57053,111535,19449,21678,41125,66051,70324,136380,41,2167,878,402,2406,0.8,1914,2.5,59012,13007,50876,122893,74,102579,170,225,232,951,360,266,4449,423,396,6117,320,262,753,2962,500,5712,335,212,105,792,1440,355,361,340,946,146,665,96,240,378,2369,81,209,85,1456,638,40,1045,342,1469,1576,179,511,600,656,1640,169,118,6733,5049,4446,71425,4563,2301,1674,1341,64181,8197,13589,7056,20643,277,138,6199,840,8106,2953,7811,4283,2918,1427,3985,1284,7408,2440,4545,7692,11000,1425,2880,3671
